Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
"Albus convinces Petunia , Vernon , and Dudley that they need to leave as well to avoid being captured by the Death .","['Albus', 'they', 'Death']","['Albus:convinces', 'they:need', 'Death:captured']","['Petunia', 'Vernon', 'Dudley']","['Petunia:convinces', 'Vernon:convinces', 'Dudley:convinces']",-0.5423,"[(('convinces', 'VBZ'), 'nsubj', ('Albus', 'NNS')), (('convinces', 'VBZ'), 'dobj', ('Petunia', 'NNP')), (('Petunia', 'NNP'), 'conj', ('Vernon', 'NNP')), (('Petunia', 'NNP'), 'cc', ('and', 'CC')), (('Petunia', 'NNP'), 'conj', ('Dudley', 'NNP')), (('convinces', 'VBZ'), 'ccomp', ('need', 'VBP')), (('need', 'VBP'), 'mark', ('that', 'IN')), (('need', 'VBP'), 'nsubj', ('they', 'PRP')), (('need', 'VBP'), 'ccomp', ('leave', 'VB')), (('leave', 'VB'), 'mark', ('to', 'TO')), (('leave', 'VB'), 'cc', ('as', 'RB')), (('as', 'RB'), 'mwe', ('well', 'RB')), (('leave', 'VB'), 'conj', ('avoid', 'VB')), (('avoid', 'VB'), 'mark', ('to', 'TO')), (('avoid', 'VB'), 'xcomp', ('captured', 'VBN')), (('captured', 'VBN'), 'auxpass', ('being', 'VBG')), (('captured', 'VBN'), 'nmod', ('Death', 'NN')), (('Death', 'NN'), 'case', ('by', 'IN')), (('Death', 'NN'), 'det', ('the', 'DT'))]"
Eventually Order of the Phoenix members Dedalus and Hestia Jones arrive to escort them to an undisclosed location .,"['Order', 'Dedalus', 'Jones', 'location']","['Order:arrive', 'Dedalus:Order', 'Jones:Order', 'location:escort']",['them'],['them:escort'],0.0,"[(('arrive', 'VBP'), 'advmod', ('Eventually', 'RB')), (('arrive', 'VBP'), 'nsubj', ('Order', 'NNP')), (('Order', 'NNP'), 'nmod', ('Dedalus', 'NNS')), (('Dedalus', 'NNS'), 'case', ('of', 'IN')), (('Dedalus', 'NNS'), 'det', ('the', 'DT')), (('Dedalus', 'NNS'), 'compound', ('Phoenix', 'NNP')), (('Dedalus', 'NNS'), 'compound', ('members', 'NNS')), (('Dedalus', 'NNS'), 'cc', ('and', 'CC')), (('Dedalus', 'NNS'), 'conj', ('Jones', 'NNP')), (('Jones', 'NNP'), 'compound', ('Hestia', 'NNP')), (('arrive', 'VBP'), 'xcomp', ('escort', 'VB')), (('escort', 'VB'), 'mark', ('to', 'TO')), (('escort', 'VB'), 'dobj', ('them', 'PRP')), (('escort', 'VB'), 'nmod', ('location', 'NN')), (('location', 'NN'), 'case', ('to', 'TO')), (('location', 'NN'), 'det', ('an', 'DT')), (('location', 'NN'), 'amod', ('undisclosed', 'JJ'))]"
"Before leaving , Dudley admits that Albus cares about Harry and thanks him for saving Albus 's soul during the Dementor attack of  , and they shake hands .","['Dudley', 'Albus', 'Harry', 'attack', 'they']","['Dudley:admits', 'Albus:cares', 'Harry:cares', 'attack:saving', 'they:shake']","['him', 'soul', 'hands']","['him:thanks', 'soul:saving', 'hands:shake']",0.5106,"[(('admits', 'VBZ'), 'advcl', ('leaving', 'VBG')), (('leaving', 'VBG'), 'mark', ('Before', 'IN')), (('admits', 'VBZ'), 'nsubj', ('Dudley', 'NNP')), (('admits', 'VBZ'), 'ccomp', ('cares', 'VBZ')), (('cares', 'VBZ'), 'mark', ('that', 'IN')), (('cares', 'VBZ'), 'nsubj', ('Albus', 'NNP')), (('cares', 'VBZ'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('about', 'IN')), (('cares', 'VBZ'), 'cc', ('and', 'CC')), (('cares', 'VBZ'), 'conj', ('thanks', 'VBZ')), (('thanks', 'VBZ'), 'dobj', ('him', 'PRP')), (('thanks', 'VBZ'), 'advcl', ('saving', 'VBG')), (('saving', 'VBG'), 'mark', ('for', 'IN')), (('saving', 'VBG'), 'dobj', ('soul', 'NN')), (('soul', 'NN'), 'nmod:poss', ('Albus', 'NNP')), (('Albus', 'NNP'), 'case', (""'s"", 'POS')), (('saving', 'VBG'), 'nmod', ('attack', 'NN')), (('attack', 'NN'), 'case', ('during', 'IN')), (('attack', 'NN'), 'det', ('the', 'DT')), (('attack', 'NN'), 'compound', ('Dementor', 'NNP')), (('attack', 'NN'), 'acl', ('of', 'IN')), (('admits', 'VBZ'), 'cc', ('and', 'CC')), (('admits', 'VBZ'), 'conj', ('shake', 'VBP')), (('shake', 'VBP'), 'nsubj', ('they', 'PRP')), (('shake', 'VBP'), 'dobj', ('hands', 'NNS'))]"
"Petunia burst into tears saying what a gentleman her son was , yet Hestia objected , saying he did n't really say , `` Thank you . ''","['Petunia', 'tears', 'gentleman', 'Hestia', 'he']","['Petunia:burst', 'tears:burst', 'gentleman:was', 'Hestia:objected', 'he:say']",['you'],['you:Thank'],0.2177,"[(('burst', 'VBP'), 'nsubj', ('Petunia', 'NNP')), (('burst', 'VBP'), 'nmod', ('tears', 'NNS')), (('tears', 'NNS'), 'case', ('into', 'IN')), (('tears', 'NNS'), 'acl', ('saying', 'VBG')), (('saying', 'VBG'), 'ccomp', ('was', 'VBD')), (('was', 'VBD'), 'dobj', ('what', 'WP')), (('was', 'VBD'), 'nsubj', ('gentleman', 'NN')), (('gentleman', 'NN'), 'det', ('a', 'DT')), (('gentleman', 'NN'), 'dep', ('son', 'NN')), (('son', 'NN'), 'nmod:poss', ('her', 'PRP$')), (('burst', 'VBP'), 'cc', ('yet', 'CC')), (('burst', 'VBP'), 'conj', ('objected', 'VBD')), (('objected', 'VBD'), 'nsubj', ('Hestia', 'NNP')), (('objected', 'VBD'), 'xcomp', ('saying', 'VBG')), (('saying', 'VBG'), 'ccomp', ('say', 'VB')), (('say', 'VB'), 'nsubj', ('he', 'PRP')), (('say', 'VB'), 'aux', ('did', 'VBD')), (('say', 'VB'), 'neg', (""n't"", 'RB')), (('say', 'VB'), 'advmod', ('really', 'RB')), (('say', 'VB'), 'ccomp', ('Thank', 'VB')), (('Thank', 'VB'), 'dobj', ('you', 'PRP'))]"
but Harry tells her he was .,"['Harry', 'he']","['Harry:tells', 'he:was']",['her'],['her:tells'],0.0,"[(('tells', 'VBZ'), 'cc', ('but', 'CC')), (('tells', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('tells', 'VBZ'), 'dobj', ('her', 'PRP')), (('tells', 'VBZ'), 'ccomp', ('was', 'VBD')), (('was', 'VBD'), 'nsubj', ('he', 'PRP'))]"
"Soon after , the Order of the Phoenix arrives with a plan to sneak Harry away from his house and avoid being captured by Tom .","['Order', 'Phoenix', 'plan', 'house', 'Tom']","['Order:arrives', 'Phoenix:Order', 'plan:arrives', 'house:sneak', 'Tom:captured']",['Harry'],['Harry:sneak'],-0.296,"[(('arrives', 'VBZ'), 'advcl', ('after', 'IN')), (('after', 'IN'), 'advmod', ('Soon', 'RB')), (('arrives', 'VBZ'), 'nsubj', ('Order', 'NN')), (('Order', 'NN'), 'det', ('the', 'DT')), (('Order', 'NN'), 'nmod', ('Phoenix', 'NNP')), (('Phoenix', 'NNP'), 'case', ('of', 'IN')), (('Phoenix', 'NNP'), 'det', ('the', 'DT')), (('arrives', 'VBZ'), 'nmod', ('plan', 'NN')), (('plan', 'NN'), 'case', ('with', 'IN')), (('plan', 'NN'), 'det', ('a', 'DT')), (('plan', 'NN'), 'acl', ('sneak', 'VB')), (('sneak', 'VB'), 'mark', ('to', 'TO')), (('sneak', 'VB'), 'dobj', ('Harry', 'NNP')), (('sneak', 'VB'), 'compound:prt', ('away', 'RP')), (('sneak', 'VB'), 'nmod', ('house', 'NN')), (('house', 'NN'), 'case', ('from', 'IN')), (('house', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('sneak', 'VB'), 'cc', ('and', 'CC')), (('sneak', 'VB'), 'conj', ('avoid', 'VB')), (('avoid', 'VB'), 'xcomp', ('captured', 'VBN')), (('captured', 'VBN'), 'auxpass', ('being', 'VBG')), (('captured', 'VBN'), 'nmod', ('Tom', 'NNP')), (('Tom', 'NNP'), 'case', ('by', 'IN'))]"
"After initially opposing the plan , Harry acquiesces , seeing that he has no choice , and Ronald , Fred , and George , along with Hermione , Fleur , and Mundungus , take Polyjuice to make themselves look like Harry , in order to act as decoys for Tom .","['Harry', 'he', 'Ronald', 'Fred', 'George', 'Hermione', 'Fleur', 'Mundungus', 'themselves', 'Harry', 'decoys', 'Tom']","['Harry:acquiesces', 'he:has', 'Ronald:take', 'Fred:take', 'George:take', 'Hermione:along', 'Fleur:along', 'Mundungus:along', 'themselves:look', 'Harry:look', 'decoys:act', 'Tom:decoys']","['plan', 'choice', 'Polyjuice']","['plan:opposing', 'choice:has', 'Polyjuice:take']",0.0772,"[(('acquiesces', 'VBZ'), 'advcl', ('opposing', 'VBG')), (('opposing', 'VBG'), 'mark', ('After', 'IN')), (('opposing', 'VBG'), 'advmod', ('initially', 'RB')), (('opposing', 'VBG'), 'dobj', ('plan', 'NN')), (('plan', 'NN'), 'det', ('the', 'DT')), (('acquiesces', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('acquiesces', 'VBZ'), 'xcomp', ('seeing', 'VBG')), (('seeing', 'VBG'), 'ccomp', ('has', 'VBZ')), (('has', 'VBZ'), 'mark', ('that', 'IN')), (('has', 'VBZ'), 'nsubj', ('he', 'PRP')), (('has', 'VBZ'), 'dobj', ('choice', 'NN')), (('choice', 'NN'), 'neg', ('no', 'DT')), (('acquiesces', 'VBZ'), 'cc', ('and', 'CC')), (('acquiesces', 'VBZ'), 'conj', ('take', 'VBP')), (('take', 'VBP'), 'nsubj', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'conj', ('Fred', 'NNP')), (('Ronald', 'NNP'), 'cc', ('and', 'CC')), (('Ronald', 'NNP'), 'conj', ('George', 'NNP')), (('take', 'VBP'), 'advmod', ('along', 'IN')), (('along', 'IN'), 'nmod', ('Hermione', 'NNP')), (('Hermione', 'NNP'), 'case', ('with', 'IN')), (('Hermione', 'NNP'), 'conj', ('Fleur', 'NNP')), (('Hermione', 'NNP'), 'cc', ('and', 'CC')), (('Hermione', 'NNP'), 'conj', ('Mundungus', 'NNP')), (('take', 'VBP'), 'dobj', ('Polyjuice', 'NNP')), (('take', 'VBP'), 'xcomp', ('make', 'VB')), (('make', 'VB'), 'mark', ('to', 'TO')), (('make', 'VB'), 'ccomp', ('look', 'VB')), (('look', 'VB'), 'nsubj', ('themselves', 'PRP')), (('look', 'VB'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('like', 'IN')), (('take', 'VBP'), 'advcl', ('act', 'VB')), (('act', 'VB'), 'mark', ('in', 'IN')), (('in', 'IN'), 'mwe', ('order', 'NN')), (('act', 'VB'), 'mark', ('to', 'TO')), (('act', 'VB'), 'nmod', ('decoys', 'NNS')), (('decoys', 'NNS'), 'case', ('as', 'IN')), (('decoys', 'NNS'), 'nmod', ('Tom', 'NNP')), (('Tom', 'NNP'), 'case', ('for', 'IN'))]"
"Each depart with a different Order member -LRB- Ronald with Nymphadora , Fred with his father Arthur , George with Remus , Hermione with Kingsley , Fleur with William , and Mundungus with Alastor -RRB- to protect them while riding on broomsticks or Thestrals , while Harry leaves with Rubeus in a side-car attached to Sirius 's motorcycle .","['member', 'Nymphadora', 'George', 'Hermione', 'Fleur', 'William', 'Alastor', 'broomsticks', 'Thestrals', 'Harry', 'Rubeus', 'side-car', 'motorcycle']","['member:depart', 'Nymphadora:Ronald', 'George:Fred', 'Hermione:George', 'Fleur:Hermione', 'William:Fleur', 'Alastor:Mundungus', 'broomsticks:riding', 'Thestrals:riding', 'Harry:leaves', 'Rubeus:leaves', 'side-car:Rubeus', 'motorcycle:attached']",['them'],['them:protect'],0.3818,"[(('depart', 'VBD'), 'nsubj', ('Each', 'DT')), (('depart', 'VBD'), 'nmod', ('member', 'NN')), (('member', 'NN'), 'case', ('with', 'IN')), (('member', 'NN'), 'det', ('a', 'DT')), (('member', 'NN'), 'amod', ('different', 'JJ')), (('member', 'NN'), 'compound', ('Order', 'NN')), (('member', 'NN'), 'dep', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'nmod', ('Nymphadora', 'NNP')), (('Nymphadora', 'NNP'), 'case', ('with', 'IN')), (('Ronald', 'NNP'), 'conj', ('Fred', 'NNP')), (('Fred', 'NNP'), 'nmod', ('George', 'NNP')), (('George', 'NNP'), 'case', ('with', 'IN')), (('George', 'NNP'), 'nmod:poss', ('his', 'PRP$')), (('George', 'NNP'), 'compound', ('father', 'NN')), (('George', 'NNP'), 'compound', ('Arthur', 'NNP')), (('George', 'NNP'), 'nmod', ('Hermione', 'NNP')), (('Hermione', 'NNP'), 'case', ('with', 'IN')), (('Hermione', 'NNP'), 'compound', ('Remus', 'NNP')), (('Hermione', 'NNP'), 'nmod', ('Fleur', 'NNP')), (('Fleur', 'NNP'), 'case', ('with', 'IN')), (('Fleur', 'NNP'), 'compound', ('Kingsley', 'NNP')), (('Fleur', 'NNP'), 'nmod', ('William', 'NNP')), (('William', 'NNP'), 'case', ('with', 'IN')), (('Ronald', 'NNP'), 'cc', ('and', 'CC')), (('Ronald', 'NNP'), 'conj', ('Mundungus', 'NNP')), (('Mundungus', 'NNP'), 'nmod', ('Alastor', 'NNP')), (('Alastor', 'NNP'), 'case', ('with', 'IN')), (('depart', 'VBD'), 'xcomp', ('protect', 'VB')), (('protect', 'VB'), 'mark', ('to', 'TO')), (('protect', 'VB'), 'dobj', ('them', 'PRP')), (('protect', 'VB'), 'advcl', ('riding', 'VBG')), (('riding', 'VBG'), 'mark', ('while', 'IN')), (('riding', 'VBG'), 'nmod', ('broomsticks', 'NNS')), (('broomsticks', 'NNS'), 'case', ('on', 'IN')), (('broomsticks', 'NNS'), 'cc', ('or', 'CC')), (('broomsticks', 'NNS'), 'conj', ('Thestrals', 'NNS')), (('depart', 'VBD'), 'advcl', ('leaves', 'VBZ')), (('leaves', 'VBZ'), 'mark', ('while', 'IN')), (('leaves', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('leaves', 'VBZ'), 'nmod', ('Rubeus', 'NNP')), (('Rubeus', 'NNP'), 'case', ('with', 'IN')), (('Rubeus', 'NNP'), 'nmod', ('side-car', 'NN')), (('side-car', 'NN'), 'case', ('in', 'IN')), (('side-car', 'NN'), 'det', ('a', 'DT')), (('side-car', 'NN'), 'acl', ('attached', 'VBN')), (('attached', 'VBN'), 'nmod', ('motorcycle', 'NN')), (('motorcycle', 'NN'), 'case', ('to', 'TO')), (('motorcycle', 'NN'), 'nmod:poss', ('Sirius', 'NNP')), (('Sirius', 'NNP'), 'case', (""'s"", 'POS'))]"
"However , the plan goes badly wrong as the group is attacked by Death almost immediately after taking off , during which Hedwig is killed .","['plan', 'Death']","['plan:goes', 'Death:attacked']","['group', 'Hedwig']","['group:attacked', 'Hedwig:killed']",-0.9559,"[(('goes', 'VBZ'), 'advmod', ('However', 'RB')), (('goes', 'VBZ'), 'nsubj', ('plan', 'NN')), (('plan', 'NN'), 'det', ('the', 'DT')), (('goes', 'VBZ'), 'xcomp', ('wrong', 'JJ')), (('wrong', 'JJ'), 'advmod', ('badly', 'RB')), (('wrong', 'JJ'), 'dep', ('attacked', 'VBN')), (('attacked', 'VBN'), 'mark', ('as', 'IN')), (('attacked', 'VBN'), 'nsubjpass', ('group', 'NN')), (('group', 'NN'), 'det', ('the', 'DT')), (('attacked', 'VBN'), 'auxpass', ('is', 'VBZ')), (('attacked', 'VBN'), 'nmod', ('Death', 'NNP')), (('Death', 'NNP'), 'case', ('by', 'IN')), (('attacked', 'VBN'), 'advmod', ('immediately', 'RB')), (('immediately', 'RB'), 'advmod', ('almost', 'RB')), (('immediately', 'RB'), 'advcl', ('taking', 'VBG')), (('taking', 'VBG'), 'mark', ('after', 'IN')), (('taking', 'VBG'), 'compound:prt', ('off', 'RP')), (('goes', 'VBZ'), 'ccomp', ('killed', 'VBN')), (('killed', 'VBN'), 'nmod', ('which', 'WDT')), (('which', 'WDT'), 'case', ('during', 'IN')), (('killed', 'VBN'), 'nsubjpass', ('Hedwig', 'NNP')), (('killed', 'VBN'), 'auxpass', ('is', 'VBZ'))]"
"Harry fights off Death Eaters by firing curses and hexes at them , while Rubeus uses a number of gadgets the motorcycle is now equipped with a deployable solid brick wall , a net , and a dragon-fire booster .","['Harry', 'curses', 'hexes', 'them', 'Rubeus', 'gadgets', 'motorcycle', 'wall', 'net', 'booster']","['Harry:fights', 'curses:Eaters', 'hexes:Eaters', 'them:Eaters', 'Rubeus:uses', 'gadgets:number', 'motorcycle:equipped', 'wall:equipped', 'net:equipped', 'booster:equipped']","['Eaters', 'number']","['Eaters:fights', 'number:uses']",-0.7964,"[(('fights', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('fights', 'VBZ'), 'compound:prt', ('off', 'RP')), (('fights', 'VBZ'), 'dobj', ('Eaters', 'NNP')), (('Eaters', 'NNP'), 'compound', ('Death', 'NNP')), (('Eaters', 'NNP'), 'nmod', ('curses', 'NNS')), (('curses', 'NNS'), 'case', ('by', 'IN')), (('curses', 'NNS'), 'compound', ('firing', 'NN')), (('curses', 'NNS'), 'cc', ('and', 'CC')), (('curses', 'NNS'), 'conj', ('hexes', 'NNS')), (('Eaters', 'NNP'), 'nmod', ('them', 'PRP')), (('them', 'PRP'), 'case', ('at', 'IN')), (('fights', 'VBZ'), 'advcl', ('uses', 'VBZ')), (('uses', 'VBZ'), 'mark', ('while', 'IN')), (('uses', 'VBZ'), 'nsubj', ('Rubeus', 'NNP')), (('uses', 'VBZ'), 'dobj', ('number', 'NN')), (('number', 'NN'), 'det', ('a', 'DT')), (('number', 'NN'), 'nmod', ('gadgets', 'NNS')), (('gadgets', 'NNS'), 'case', ('of', 'IN')), (('gadgets', 'NNS'), 'acl:relcl', ('equipped', 'JJ')), (('equipped', 'JJ'), 'nsubj', ('motorcycle', 'NN')), (('motorcycle', 'NN'), 'det', ('the', 'DT')), (('equipped', 'JJ'), 'aux', ('is', 'VBZ')), (('equipped', 'JJ'), 'advmod', ('now', 'RB')), (('equipped', 'JJ'), 'nmod', ('wall', 'NN')), (('wall', 'NN'), 'case', ('with', 'IN')), (('wall', 'NN'), 'det', ('a', 'DT')), (('wall', 'NN'), 'amod', ('deployable', 'JJ')), (('wall', 'NN'), 'amod', ('solid', 'JJ')), (('wall', 'NN'), 'compound', ('brick', 'NN')), (('wall', 'NN'), 'conj', ('net', 'NN')), (('net', 'NN'), 'det', ('a', 'DT')), (('wall', 'NN'), 'cc', ('and', 'CC')), (('wall', 'NN'), 'conj', ('booster', 'NN')), (('booster', 'NN'), 'det', ('a', 'DT')), (('booster', 'NN'), 'amod', ('dragon-fire', 'JJ'))]"
The Death discover the real Harry after he attempts to Disarm an Imperiused Stanley .,"['Death', 'he']","['Death:discover', 'he:attempts']","['Harry', 'Stanley']","['Harry:discover', 'Stanley:Disarm']",-0.5994,"[(('discover', 'VBP'), 'nsubj', ('Death', 'NN')), (('Death', 'NN'), 'det', ('The', 'DT')), (('discover', 'VBP'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'det', ('the', 'DT')), (('Harry', 'NNP'), 'amod', ('real', 'JJ')), (('discover', 'VBP'), 'advcl', ('attempts', 'VBZ')), (('attempts', 'VBZ'), 'mark', ('after', 'IN')), (('attempts', 'VBZ'), 'nsubj', ('he', 'PRP')), (('attempts', 'VBZ'), 'xcomp', ('Disarm', 'VB')), (('Disarm', 'VB'), 'mark', ('to', 'TO')), (('Disarm', 'VB'), 'dobj', ('Stanley', 'NNP')), (('Stanley', 'NNP'), 'det', ('an', 'DT')), (('Stanley', 'NNP'), 'compound', ('Imperiused', 'NNP'))]"
"Moments later , Tom joins in the pursuit .","['Tom', 'pursuit']","['Tom:joins', 'pursuit:joins']",[],[],0.0,"[(('joins', 'VBZ'), 'advmod', ('later', 'RB')), (('later', 'RB'), 'nmod:npmod', ('Moments', 'NNS')), (('joins', 'VBZ'), 'nsubj', ('Tom', 'NNP')), (('joins', 'VBZ'), 'nmod', ('pursuit', 'NN')), (('pursuit', 'NN'), 'case', ('in', 'IN')), (('pursuit', 'NN'), 'det', ('the', 'DT'))]"
"Rubeus leaps off the bike at another Death , and as Tom is about to kill Harry , the latter 's wand acts of its own accord and shoots a curse at Tom that breaks Lucius ' wand .","['Rubeus', 'Death', 'Tom', 'latter', 'accord', 'Tom']","['Rubeus:leaps', 'Death:bike', 'Tom:about', 'latter:acts', 'accord:acts', 'Tom:shoots']","['bike', 'Harry', 'curse', 'wand']","['bike:leaps', 'Harry:kill', 'curse:shoots', 'wand:breaks']",-0.9201,"[(('leaps', 'VBZ'), 'nsubj', ('Rubeus', 'NNS')), (('leaps', 'VBZ'), 'compound:prt', ('off', 'RP')), (('leaps', 'VBZ'), 'dobj', ('bike', 'NN')), (('bike', 'NN'), 'det', ('the', 'DT')), (('bike', 'NN'), 'nmod', ('Death', 'NN')), (('Death', 'NN'), 'case', ('at', 'IN')), (('Death', 'NN'), 'det', ('another', 'DT')), (('leaps', 'VBZ'), 'cc', ('and', 'CC')), (('leaps', 'VBZ'), 'conj', ('acts', 'NNS')), (('acts', 'NNS'), 'advcl', ('about', 'IN')), (('about', 'IN'), 'mark', ('as', 'IN')), (('about', 'IN'), 'nsubj', ('Tom', 'NNP')), (('about', 'IN'), 'aux', ('is', 'VBZ')), (('about', 'IN'), 'xcomp', ('kill', 'VB')), (('kill', 'VB'), 'mark', ('to', 'TO')), (('kill', 'VB'), 'dobj', ('Harry', 'NNP')), (('acts', 'NNS'), 'nsubj', ('latter', 'NN')), (('latter', 'NN'), 'det', ('the', 'DT')), (('acts', 'NNS'), 'cop', (""'s"", 'VBZ')), (('acts', 'NNS'), 'amod', ('wand', 'JJ')), (('acts', 'NNS'), 'nmod', ('accord', 'NN')), (('accord', 'NN'), 'case', ('of', 'IN')), (('accord', 'NN'), 'nmod:poss', ('its', 'PRP$')), (('accord', 'NN'), 'amod', ('own', 'JJ')), (('acts', 'NNS'), 'cc', ('and', 'CC')), (('acts', 'NNS'), 'conj', ('shoots', 'VBZ')), (('shoots', 'VBZ'), 'dobj', ('curse', 'NN')), (('curse', 'NN'), 'det', ('a', 'DT')), (('shoots', 'VBZ'), 'nmod', ('Tom', 'NNP')), (('Tom', 'NNP'), 'case', ('at', 'IN')), (('Tom', 'NNP'), 'acl:relcl', ('breaks', 'VBZ')), (('breaks', 'VBZ'), 'nsubj', ('that', 'WDT')), (('breaks', 'VBZ'), 'dobj', ('wand', 'NN')), (('wand', 'NN'), 'nmod:poss', ('Lucius', 'NNP')), (('Lucius', 'NNP'), 'case', (""'"", 'POS'))]"
"Tom attempts to strike again , but at that moment , Harry enters the protective charms of the Nymphadora ' home , and Tom and the Death Eaters are unable to follow him .","['Tom', 'Eaters', 'moment', 'Harry', 'home', 'Tom', 'Eaters']","['Tom:attempts', 'Eaters:attempts', 'moment:enters', 'Harry:enters', 'home:charms', 'Tom:unable', 'Eaters:unable']","['charms', 'him']","['charms:enters', 'him:follow']",-0.4118,"[(('attempts', 'VBZ'), 'nsubj', ('Tom', 'NNP')), (('attempts', 'VBZ'), 'xcomp', ('strike', 'VB')), (('strike', 'VB'), 'mark', ('to', 'TO')), (('strike', 'VB'), 'advmod', ('again', 'RB')), (('attempts', 'VBZ'), 'cc', ('but', 'CC')), (('attempts', 'VBZ'), 'conj', ('enters', 'VBZ')), (('enters', 'VBZ'), 'nmod', ('moment', 'NN')), (('moment', 'NN'), 'case', ('at', 'IN')), (('moment', 'NN'), 'det', ('that', 'DT')), (('enters', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('enters', 'VBZ'), 'dobj', ('charms', 'NNS')), (('charms', 'NNS'), 'det', ('the', 'DT')), (('charms', 'NNS'), 'amod', ('protective', 'JJ')), (('charms', 'NNS'), 'nmod', ('home', 'NN')), (('home', 'NN'), 'case', ('of', 'IN')), (('home', 'NN'), 'nmod:poss', ('Nymphadora', 'NNP')), (('Nymphadora', 'NNP'), 'det', ('the', 'DT')), (('Nymphadora', 'NNP'), 'case', (""'"", 'POS')), (('enters', 'VBZ'), 'cc', ('and', 'CC')), (('enters', 'VBZ'), 'conj', ('unable', 'JJ')), (('unable', 'JJ'), 'nsubj', ('Tom', 'NNP')), (('Tom', 'NNP'), 'cc', ('and', 'CC')), (('Tom', 'NNP'), 'conj', ('Eaters', 'NNP')), (('Eaters', 'NNP'), 'det', ('the', 'DT')), (('Eaters', 'NNP'), 'compound', ('Death', 'NNP')), (('unable', 'JJ'), 'cop', ('are', 'VBP')), (('unable', 'JJ'), 'xcomp', ('follow', 'VB')), (('follow', 'VB'), 'mark', ('to', 'TO')), (('follow', 'VB'), 'dobj', ('him', 'PRP'))]"
Harry finds that Rubeus has crashed in the garden and he is able to get out a simple `` Rubeus ? '',"['Harry', 'Rubeus', 'garden', 'he']","['Harry:finds', 'Rubeus:crashed', 'garden:crashed', 'he:able']",['Rubeus'],['Rubeus:get'],0.0,"[(('finds', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('finds', 'VBZ'), 'ccomp', ('crashed', 'VBN')), (('crashed', 'VBN'), 'mark', ('that', 'IN')), (('crashed', 'VBN'), 'nsubj', ('Rubeus', 'NNP')), (('crashed', 'VBN'), 'aux', ('has', 'VBZ')), (('crashed', 'VBN'), 'nmod', ('garden', 'NN')), (('garden', 'NN'), 'case', ('in', 'IN')), (('garden', 'NN'), 'det', ('the', 'DT')), (('finds', 'VBZ'), 'cc', ('and', 'CC')), (('finds', 'VBZ'), 'conj', ('able', 'JJ')), (('able', 'JJ'), 'nsubj', ('he', 'PRP')), (('able', 'JJ'), 'cop', ('is', 'VBZ')), (('able', 'JJ'), 'xcomp', ('get', 'VB')), (('get', 'VB'), 'mark', ('to', 'TO')), (('get', 'VB'), 'compound:prt', ('out', 'RP')), (('get', 'VB'), 'dobj', ('Rubeus', 'NNS')), (('Rubeus', 'NNS'), 'det', ('a', 'DT')), (('Rubeus', 'NNS'), 'amod', ('simple', 'JJ'))]"
before he too collapses .,['he'],['he:collapses'],[],[],-0.296,"[(('collapses', 'VBZ'), 'advmod', ('before', 'RB')), (('collapses', 'VBZ'), 'nsubj', ('he', 'PRP')), (('collapses', 'VBZ'), 'advmod', ('too', 'RB'))]"
"When Harry wakes up , he meets Nymphadora ' parents , Andromeda , who have been taking care of him and Rubeus .","['Harry', 'he', 'him', 'Rubeus']","['Harry:wakes', 'he:meets', 'him:care', 'Rubeus:care']","['parents', 'care']","['parents:meets', 'care:taking']",0.4939,"[(('meets', 'VBZ'), 'advcl', ('wakes', 'VBZ')), (('wakes', 'VBZ'), 'advmod', ('When', 'WRB')), (('wakes', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('wakes', 'VBZ'), 'compound:prt', ('up', 'RP')), (('meets', 'VBZ'), 'nsubj', ('he', 'PRP')), (('meets', 'VBZ'), 'dobj', ('parents', 'NNS')), (('parents', 'NNS'), 'nmod:poss', ('Nymphadora', 'NNP')), (('Nymphadora', 'NNP'), 'case', (""'"", 'POS')), (('parents', 'NNS'), 'appos', ('Andromeda', 'NNP')), (('parents', 'NNS'), 'acl:relcl', ('taking', 'VBG')), (('taking', 'VBG'), 'nsubj', ('who', 'WP')), (('taking', 'VBG'), 'aux', ('have', 'VBP')), (('taking', 'VBG'), 'aux', ('been', 'VBN')), (('taking', 'VBG'), 'dobj', ('care', 'NN')), (('care', 'NN'), 'nmod', ('him', 'PRP')), (('him', 'PRP'), 'case', ('of', 'IN')), (('him', 'PRP'), 'cc', ('and', 'CC')), (('him', 'PRP'), 'conj', ('Rubeus', 'NNS'))]"
