"paragraph","nrc_sentiment","no_of_interactions","sentence_id","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","Valence","Arousal","Dominance"
" As Moody probes Harry for information , Harry says he believes that Igor is the faithful servant that Tom mentioned .",0.4,1," 481",0.333333333333333,0,0,0,0,0.333333333333333,0,0.333333333333333,0.58333,-1.23556,0.58111
" Moody reveals that when the Dark Mark was activated , Igor fled Hogwarts , since he had betrayed the Death Eaters and could never go back to them .",-3.9,1," 482",0.2,0.1,0.1,0.2,0,0.3,0.1,0,-0.29818,-0.70727,0.06364
" After Moody reveals he knows that Harry was taken to the graveyard and that he is angry that Tom did not try to torture the Death Eaters that had abandoned him , he tells Harry that he was responsible for putting Harry 's name in the Goblet of Floo under a different school . He purposely tipped off Rubeus about the dragons so Rubeus could show Harry and gave Harry a hint for beating the first task . He gave Cedric the clue to the egg for the second task , knowing that Cedric would tell Harry .",-1.3,3," 483 484 485",0.290322580645161,0.0967741935483871,0.0967741935483871,0.129032258064516,0,0.258064516129032,0.032258064516129,0.0967741935483871,0.43,-0.86605,0.43974
" Moody 's original plan was to have Harry use Neville 's herbology book to learn about the gillyweed , but since Harry would not ask for help , Moody purposely set up the conversation with McGonagall about gillyweed so Dobby would get it from Severus 's office . Moody also reveals that he was responsible for helping Harry in the third task by dealing with the obstacles , stunning Fleur , and bewitching Krum to take out Cedric . Moody attempts to kill Harry to please his master , but before he has the chance , Albus , Severus , and Minerva burst in and Albus stuns him . Albus tells Harry this man is not Alastor , which Albus realised when Moody took Harry from Albus , something the real Moody would never do . Albus sends Severus to get a potion and fetch Winky ; he also sends Minerva to tell a large black dog she would find at the pumpkin patch to go to his office .",-0.25,5," 486 487 488 489 490",0.347826086956522,0.0434782608695652,0,0.0434782608695652,0,0.434782608695652,0.0434782608695652,0.0869565217391304,0.62598,-0.87393,0.51361
" He then opens Moody 's trunk and finds the real Alastor inside the seventh compartment .",-0.5,1," 491",0.333333333333333,0,0,0,0,0.333333333333333,0,0.333333333333333,0.6125,-0.9725,0.5275
" Albus discovers that the impostor has been using the Polyjuice to disguise himself as Alastor all year , keeping the real Moody alive so he could use his hair as an ingredient , though he suspects in the excitement of tonight the imposter forgot to take his most recent dosage .",-0.55,1," 492",0.111111111111111,0.222222222222222,0,0,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,0.3945,-0.728,0.3315
" They wait until the effects wear off , revealing that the imposter is Barty Crouch Jr. just as Severus , Minerva , and Winky arrive .",-1.05,1," 493",0,0.5,0,0.25,0,0,0,0.25,0.66429,-1.05,0.80286
" Under the effects of Severus 's Veritaserum , Crouch Jr is asked by Albus how he escaped Azkaban . Crouch Jr confesses that his father , Bartemius and his mother helped him escape Azkaban .",0.15,2," 494 495",0,0.2,0,0.4,0.1,0.1,0,0.2,0.85636,-0.85818,0.63727
" His mother was dying , and it was his mother 's wish that he could escape , so Bartemius and his mother switched places using the Polyjuice .",0.05,1," 496",0.1,0.2,0.1,0.2,0.1,0.2,0,0.1,0.96273,-0.68273,0.64364
" Mrs died and was buried disguised as him , while Crouch Snr had a private funeral for her to conceal the truth .",-1.75,1," 497",0,0,0,0.333333333333333,0,0.5,0,0.166666666666667,-0.609,-0.685,-0.069
" Bartemius put the Imperius Curse on his son to make sure he was controlled and out of sight .",-0.75,1," 498",0.25,0,0.25,0.25,0,0.25,0,0,0.6075,-0.93812,0.74375
" Bertha found out when she came to their house on business while Crouch Snr was not home , forcing Crouch Snr to place a Memory Charm on her ; this permanently damaged her memory .",0.6,1," 499",0,0,0,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0.9025,-0.99571,0.64857
" After Winky persuaded her master to let his son go to the  , they arranged to use an Invisibility cloak to hide Crouch Jr as he sat in the Top Box .",0,1," 500",0,0.25,0,0.5,0,0,0,0.25,0.60786,-1.15393,0.37429
" During this event , Crouch Jr secretly fought the curse and stole Harry 's wand when Winky was n't looking .",-1.55,1," 501",0.285714285714286,0,0.142857142857143,0.285714285714286,0,0.285714285714286,0,0,-0.31875,-0.39937,0.10375
" When the Death Eaters showed up and disrupted the tournament , Bartemius was angry that they were n't loyal to Tom .",-0.5,1," 502",0.166666666666667,0.0833333333333333,0.166666666666667,0.166666666666667,0.0833333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,-0.03667,-0.60889,0.20333
" After regaining control he used Harry 's wand to summon the Dark Mark , which scared the Death Eaters away .",-2.1,1," 503",0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0,0.333333333333333,0.111111111111111,0,-0.38875,-0.26813,0.07625
" His father fired Winky for failing to watch him and almost letting him escape . He then found him and took him home . Eventually , thanks to Bertha 's information , Tom and Peter were able to find Crouch Jr and release him from his father 's imprisonment . Learning from Bertha about Alastor becoming a teacher at Hogwarts , he and Wormtail captured Moody , allowing Crouch Jr to be planted at Hogwarts as Moody , with Wormtail keeping an eye on Bartemius .",-0.025,4," 504 505 506 507",0.142857142857143,0.142857142857143,0.0476190476190476,0.285714285714286,0.0476190476190476,0.142857142857143,0,0.19047619047619,0.765,-1.03776,0.46414
" He kept Moody alive not only to maintain his disguise , but also learned about his habits so he could fool Albus .",-1.25,1," 508",0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0.41375,-0.54,0.375
" It is revealed that Crouch Jr was the Barty Crouch Harry saw on the Marauder 's Map , stealing potions ingredients from Severus 's office to continue making the Polyjuice .",-0.35,1," 509",0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0,0.142857142857143,0,0.142857142857143,0.39154,-1.225,0.51077
" Eventually , Bartemius started to fight off the Imperius curse placed upon him and was then kept under home imprisonment by Wormtail under the pretence of being unwell .",-2.25,1," 510",0.272727272727273,0,0.181818181818182,0.272727272727273,0,0.272727272727273,0,0,0.122,-0.693,0.209
" He managed to escape and travel to Hogwarts to warn Dumbledore of his son 's existence .",-1,1," 511",0,0.333333333333333,0,0.333333333333333,0,0,0.166666666666667,0.166666666666667,0.90833,-0.35333,0.68667
" However , using the Marauder 's Map , Crouch Jr was able to intercept and kill him .",-0.75,1," 512",0,0,0,0.666666666666667,0,0.333333333333333,0,0,0.01714,-0.74929,0.21
" He then transfigured his father 's body into a bone and buried it in Rubeus 's yard . Crouch Jr , as Moody , then offered to take the Triwizard into the maze so he could turn it into a Portkey and complete his master 's plan . Albus takes Harry to his office to meet Sirius , but not before placing Minerva in charge of Crouch Jr He also sends Severus to take Moody to the Hospital Wing and bring Cornelius up to Moody 's office .",-0.7,3," 513 514 515",0.2,0.0666666666666667,0,0.266666666666667,0,0.333333333333333,0,0.133333333333333,0.12071,-0.8475,0.28893
" Once in Albus 's office , Harry tells Albus and Sirius everything .",0,1," 516",0.5,0,0,0,0,0.5,0,0,-0.095,-1.545,0.05
" Albus explains the Reverse effect and says that the spirits that appeared were echoes of Tom 's most recent victims .",-0.5,1," 517",0,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0.312,-0.926,0.452
" After Sirius transforms back into a dog they head to the Hospital Wing , where Harry is given a Sleeping Potion to help him relax .",0,1," 518",0.2,0,0,0.2,0,0.4,0,0.2,1.23528,-0.76806,0.71333
" Upon waking up , he , along with Molly and William , hear a large argument .",-0.8,1," 519",1,0,0,0,0,0,0,0,0.41,-0.5025,0.78
" Cornelius summoned a Dementor as protection when he went to confront Crouch Jr , which sucked out Crouch Jr 's soul before he , Minerva , Severus , and Albus entered the hospital wing .",-0.0499999999999999,1," 520",0.2,0,0,0.4,0,0.2,0,0.2,0.35273,-0.30455,0.72455
" Albus is upset that they lost a key piece of evidence on Tom 's return , while Fudge believes the man was a lunatic and that his testimony would not have been useful . Due to reading Rita 's last article about Harry being dangerous , Cornelius can not accept Harry 's testimony , nor does Albus believe Albus 's information about Harry 's scar . Harry gets up and tries to identify the Death whose names he heard earlier , but Cornelius points out they were cleared long ago and he might have read this out of an old Daily Prophet article . Fudge is offended by Albus 's suggestions of removing Dementor from Azkaban and sending an envoy to make an agreement with the giants .",-0.2875,4," 521 522 523 524",0.233333333333333,0.133333333333333,0.1,0.133333333333333,0,0.233333333333333,0.0333333333333333,0.133333333333333,0.52682,-1.06609,0.43773
" Even after Severus reveals his Dark Mark and explains that Tom had summoned him , Cornelius thinks it is some kind of a ploy and makes it clear that he is going to have a serious talk with Dumbledore about his position before he leaves .",0.3,1," 525",0,0,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0.82368,-1.25237,0.77474
" He then exits the room , but not before he gives Harry his winnings from the Tournament .",1,1," 526",0.25,0.25,0,0,0.25,0.25,0,0,1.554,-0.666,1.018
" William leaves at Albus 's request to inform Albus 's father of the situation and have Albus discreetly contact those within the Ministry that can be convinced of the truth .",2,1," 527",0,0,0,0,0.166666666666667,0,0,0.833333333333333,0.76792,-1.21167,0.62333
" Minerva is sent to retrieve Rubeus and Olympe for a mission .",0,1," 528",NA,NA,NA,NA,NA,NA,NA,NA,1.2275,-0.7925,0.54
" After Mary is sent to look after Winky , Albus has Sirius revert to Albus 's true form .",0,1," 529",0,0,0,0,0.5,0,0,0.5,1.03857,-1.21143,0.96714
" Both Mrs and Severus are surprised by Albus 's presence , but are quickly convinced of Albus 's innocence .",1.8,1," 530",0,0,0,0,0,0,0.5,0.5,1.28833,-0.82167,0.76333
" Albus dispatches Sirius to reinstate the Order of the Phoenix by gathering known wizards and witches who would support their side .",0.6,1," 531",NA,NA,NA,NA,NA,NA,NA,NA,0.48111,-1.31556,0.62556
" Harry then regrets asking Cedric to grab the Triwizard cup with Albus , and then uses the last of the potion to return to sleep .",-0.5,1," 532",0.666666666666667,0,0,0,0,0.333333333333333,0,0,0.71222,-1.11,0.53111
" After a few days of rest , Harry meets with Cedric 's parents .",0,1," 533",0.5,0,0,0,0,0.5,0,0,1.76,-1.56,0.565
" They do not blame him for what happened and are thankful to have his body , but decline Harry 's offer of the winnings .",0.6,1," 534",0.285714285714286,0.142857142857143,0.142857142857143,0,0.285714285714286,0.142857142857143,0,0,0.631,-0.835,0.465
" Harry is able to have a relaxing time , due to Albus having made a formal request for the students to not talk about what happened that night , though some students are still unsettled due to Rita 's article .",-0.35,1," 535",0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0,0.94029,-1.21647,0.60235
" Rubeus gives the trio a good lecture on how Tom 's return was inevitable and all they can do now is fight .",-0.35,1," 536",0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0.63864,-1.15818,0.25
" Rubeus mentions that what Albus has assigned for Tom is top secret and that Mary might be accompanying Tom .",0.25,1," 537",0,0.333333333333333,0,0,0,0,0,0.666666666666667,0.645,-1.3675,0.635
" During the End-of-Term Feast , a memorial feast for Cedric is held , where Albus tells the school what has happened in the graveyard despite the Ministry 's wishes that he keep it secret .",0.8,1," 538",0,0,0,0,0.25,0,0,0.75,0.875,-0.91929,0.48643
" Afterwards , everyone is packed and ready to leave .",0.55,1," 539",0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0,0.83333,-1.06333,0.67667
" Fleur and Krum both say good-bye to the trio before they head back to their schools , while the trio take their carriage to the Hogwarts .",0,1," 540",0,0.4,0,0,0.2,0,0.2,0.2,0.5275,-1.27,0.47125
" As Harry , Ronald , and Hermione ride to King 's Cross Station , they learn that the Daily Prophet is not reporting Cedric 's death , likely due to the Ministry 's interference .",0.25,1," 541",0.1875,0.1875,0.0625,0.125,0.0625,0.1875,0.0625,0.125,0.41571,-0.95571,-0.085
" Hermione reveals that she has discovered that Rita is an unregistered animagus who can turn into a beetle .",0,1," 542",NA,NA,NA,NA,NA,NA,NA,NA,0.72786,-1.03,0.97857
" Hermione caught Skeeter in a jar in the hospital wing after the third task .",-0.25,1," 543",0,0,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.345,-1.22833,0.49167
" As the three think back , they realise that there was a bug on the statue the night of the Yule where Rubeus told Olympe his secret , that Krum found a bug in Hermione 's hair after the Second Task , and that there was a bug on the window that day in Divination when Harry 's scar hurt . They also realise that the reason why Rita got those interviews from Draco and Pansy undetected was that they knew she was an animagus ; Harry recalled Draco sitting by a tree that day talking while holding a bug . Hermione assures Harry and Ronald that her stories will trouble them no longer , since she told Rita that if the stories continued , she would tell the Ministry about her secret . Just as Malfoy , Vincent , and Gregory arrive and taunt Harry over Tom 's return , they are rendered unconscious from hexes used by both the trio and Fred and George . Harry , Ronald , and George then began kicking , rolling , and pushing the unconscious Malfoy , Vincent , and Gregory into a spot where they will be out of the way . Soon another mystery is solved : The person that Fred and George were hinted to have been blackmailing was Ludovic .",-0.35,6," 544 545 546 547 548 549",0.24390243902439,0.0975609756097561,0.0975609756097561,0.121951219512195,0.0731707317073171,0.195121951219512,0.0487804878048781,0.121951219512195,0.43655,-1.04088,0.26662
" When the twins won their bet , he paid them their winnings at the  in Leprechaun gold and would n't even return their original wager . This is also why he tried to avoid them in public when they confronted him . The twins reveal that Ludovic has a long-time problem with gambling and he was also in debt to the goblins , who took his money after the World Cup and followed him to Hogwarts . Ludovic made a bet that Harry would win the tournament to get his money back , which is why he was trying to help Harry cheat .",0.025,4," 550 551 552 553",0.16,0.28,0.04,0.08,0.12,0.12,0.12,0.08,0.66405,-0.59024,0.53738
" However , since Harry and Cedric actually `` tied '' for first place , Ludovic has gone on the run .",0,1," 554",0.5,0,0,0,0,0.5,0,0,1.195,-0.78667,0.79917
" As they get off the train and step and leave the Malfoy and his gang , Harry gives the twins his Triwizard to help them with their dream of running a joke shop .",-0.2,1," 555",0.333333333333333,0,0,0.166666666666667,0,0.333333333333333,0.166666666666667,0,1.10958,-0.41333,0.63083
" Everyone then say their good-byes as Harry prepares to leave with Vernon .",-0.25,1," 556",0.125,0.125,0,0,0.125,0.25,0.25,0.125,0.30333,-0.64667,1.53667
